2024-06-05 07:31:16.197760-04:00,19.21,92,26.9,61.5
2024-06-05 07:36:16.503573-04:00,19.23,91,26.9,61.5
2024-06-05 07:41:16.740985-04:00,19.23,91,26.9,61.1
2024-06-05 07:46:17.062112-04:00,19.32,91,26.9,60.8
2024-06-05 07:51:17.430590-04:00,19.38,91,26.9,60.5
2024-06-05 07:56:17.817347-04:00,19.39,91,26.8,60
2024-06-05 08:01:18.049573-04:00,19.38,91,26.8,60
2024-06-05 08:06:18.411950-04:00,19.71,89,26.8,60.4
2024-06-05 08:11:19.112367-04:00,19.72,89,26.8,60.8
2024-06-05 08:16:19.330156-04:00,19.72,89,27,62.2
2024-06-05 08:21:19.695013-04:00,19.82,89,27.1,62.5
2024-06-05 08:26:20.112395-04:00,19.87,89,27.1,63
2024-06-05 08:31:20.421145-04:00,19.87,89,27,62.5
2024-06-05 08:36:20.735765-04:00,20.1,88,27,62.2
2024-06-05 08:41:21.042892-04:00,20.1,88,26.9,61.8
2024-06-05 08:46:21.303521-04:00,20.19,88,26.8,61.5
2024-06-05 08:51:21.648444-04:00,20.19,88,26.7,61.3
2024-06-05 08:56:21.945920-04:00,20.19,88,26.7,61
2024-06-05 09:01:22.525204-04:00,20.39,88,26.6,60.9
2024-06-05 09:06:22.821079-04:00,20.39,88,26.5,60.7
2024-06-05 09:11:23.562905-04:00,20.59,87,26.5,60.6
2024-06-05 09:16:23.862103-04:00,20.59,87,26.5,60.5
2024-06-05 09:21:24.368992-04:00,20.67,87,26.5,60.4
2024-06-05 09:26:24.608151-04:00,20.66,87,26.5,60.3
2024-06-05 09:31:25.262001-04:00,20.66,87,26.5,60.2
2024-06-05 09:36:25.587004-04:00,21.05,86,26.4,60.1
2024-06-05 09:41:25.987073-04:00,21.05,86,26.4,60.1
2024-06-05 09:46:31.350123-04:00,21.12,86,26.4,60
2024-06-05 09:51:31.939440-04:00,21.22,86,26.4,60
2024-06-05 09:56:32.262595-04:00,21.22,86,26.4,60
2024-06-05 10:01:32.848456-04:00,21.65,84,26.4,60
2024-06-05 10:06:33.178640-04:00,21.65,84,26.5,61.6
2024-06-05 10:11:33.502976-04:00,21.73,84,26.6,62.1
2024-06-05 10:16:34.134712-04:00,21.67,84,26.8,61.8
2024-06-05 10:21:34.437487-04:00,21.67,84,26.9,61.7
2024-06-05 10:26:34.755553-04:00,21.93,83,27,61.6
2024-06-05 10:31:35.162953-04:00,21.93,83,27.1,61.5
2024-06-05 10:36:35.450072-04:00,22.26,82,27.1,61.4
2024-06-05 10:41:35.682892-04:00,22.27,82,27.2,61.4
2024-06-05 10:46:36.004315-04:00,22.26,82,27.3,61.5
2024-06-05 10:51:36.338284-04:00,22.35,82,27.3,61.5
2024-06-05 10:56:36.690047-04:00,22.48,82,27.4,61.4
2024-06-05 11:01:37.043393-04:00,22.48,82,27.4,61.4
